Time,Commodity,Port,SWT,Value
2023-04-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Houston, TX (Port)",11597551.0,16545116.0
2023-05-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Houston, TX (Port)",11363386.0,17044925.0
2023-06-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Houston, TX (Port)",14568119.0,21922582.0
2023-07-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Houston, TX (Port)",14553314.0,22895391.0
2023-08-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Houston, TX (Port)",14355007.0,21059583.0
2023-09-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Houston, TX (Port)",17705518.0,25159438.0
2023-10-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Houston, TX (Port)",13848414.0,21903964.0
2023-11-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Houston, TX (Port)",9192835.0,13566980.0
2023-12-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Houston, TX (Port)",9716406.0,14775180.0
2024-01-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Houston, TX (Port)",12304922.0,21221971.0
2024-02-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Houston, TX (Port)",9579358.0,15019380.0
2024-03-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Houston, TX (Port)",12096583.0,14711054.0
2024-04-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Houston, TX (Port)",13624993.0,18558187.0
2024-05-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Houston, TX (Port)",13772785.0,20444921.0
2003-01-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",3454525.0,12280935.0
2003-02-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4129643.0,15037092.0
2003-03-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",3194547.0,11808650.0
2003-04-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",2551495.0,9018876.0
2003-05-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",1814392.0,6220875.0
2003-06-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",2658129.0,9434869.0
2003-07-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",2880923.0,9453058.0
2003-08-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",2760419.0,9103056.0
2003-09-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",2599022.0,9050347.0
2003-10-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",2652561.0,8886106.0
2003-11-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",2999599.0,10046727.0
2003-12-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",3187071.0,11350103.0
2004-01-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",3136236.0,10832661.0
2004-02-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",3665433.0,12686958.0
2004-03-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",3098271.0,11171268.0
2004-04-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",3927251.0,13471316.0
2004-05-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",3336093.0,10796306.0
2004-06-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",3827594.0,12921791.0
2004-07-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5430309.0,19616190.0
2004-08-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5768830.0,20792332.0
2004-09-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4375315.0,15811585.0
2004-10-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5094206.0,20397691.0
2004-11-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",3724770.0,14417137.0
2004-12-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",2633731.0,10337317.0
2005-01-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4269313.0,16737485.0
2005-02-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",3925256.0,15939343.0
2005-03-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4986209.0,21812674.0
2005-04-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4741835.0,19733161.0
2005-05-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4759345.0,21642654.0
2005-06-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4421610.0,17521488.0
2005-07-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5142974.0,16688897.0
2005-08-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5014090.0,17420661.0
2005-09-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4817531.0,17326346.0
2005-10-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4166926.0,14919775.0
2005-11-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4114842.0,14132146.0
2005-12-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6094957.0,16790115.0
2006-01-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5766573.0,15384271.0
2006-02-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5893299.0,21320077.0
2006-03-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5180892.0,17001773.0
2006-04-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6935530.0,17741486.0
2006-05-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5473694.0,18801294.0
2006-06-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4850482.0,18507504.0
2006-07-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5343092.0,19097059.0
2006-08-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5230383.0,19482349.0
2006-09-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4990886.0,17708335.0
2006-10-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",3349092.0,12364037.0
2006-11-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5596191.0,20909197.0
2006-12-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4586702.0,17053787.0
2007-01-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5234436.0,19510150.0
2007-02-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4217043.0,16742684.0
2007-03-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4771058.0,16111458.0
2007-04-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5665228.0,17254188.0
2007-05-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5654639.0,15892956.0
2007-06-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5609545.0,18983212.0
2007-07-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5585924.0,19907942.0
2007-08-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6557806.0,25342843.0
2007-09-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4987800.0,19312187.0
2007-10-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5575982.0,20424052.0
2007-11-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5333580.0,17604574.0
2007-12-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4488821.0,17933301.0
2008-01-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5134795.0,21566320.0
2008-02-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",3821508.0,16119914.0
2008-03-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4459452.0,17846712.0
2008-04-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5223698.0,20179910.0
2008-05-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6253637.0,26197242.0
2008-06-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4852191.0,20935752.0
2008-07-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4516214.0,20600346.0
2008-08-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6220781.0,31288188.0
2008-09-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5267224.0,24743737.0
2008-10-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4012998.0,18228169.0
2008-11-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4366167.0,18743199.0
2008-12-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4041916.0,17040449.0
2009-01-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",3592742.0,15268122.0
2009-02-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4648478.0,18014791.0
2009-03-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4570300.0,17327719.0
2009-04-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6009076.0,22249978.0
2009-05-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4713175.0,19168759.0
2009-06-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",3912138.0,16933585.0
2009-07-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4526937.0,18565199.0
2009-08-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4534556.0,18030283.0
2009-09-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",3400249.0,14007423.0
2009-10-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4200625.0,16512571.0
2009-11-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4103480.0,19084893.0
2009-12-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4777104.0,20467339.0
2010-01-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5819486.0,25181540.0
2010-02-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",3805472.0,17417100.0
2010-03-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",3585691.0,17224310.0
2010-04-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",3724052.0,15498185.0
2010-05-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4374637.0,19039848.0
2010-06-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4809001.0,21576459.0
2010-07-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5780443.0,23782282.0
2010-08-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5884336.0,24676663.0
2010-09-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5664920.0,28200756.0
2010-10-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6056802.0,27198732.0
2010-11-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4709212.0,24003267.0
2010-12-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4155210.0,23887749.0
2011-01-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4631073.0,24087187.0
2011-02-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5136752.0,32834357.0
2011-03-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",3463785.0,18127288.0
2011-04-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",7064039.0,36964649.0
2011-05-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6193924.0,24974036.0
2011-06-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4713554.0,28232585.0
2011-07-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4813267.0,29184316.0
2011-08-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4567823.0,29081054.0
2011-09-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4175244.0,30829841.0
2011-10-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4812035.0,30689791.0
2011-11-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4005402.0,24904654.0
2011-12-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4102643.0,21655423.0
2012-01-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4582291.0,23831547.0
2012-02-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4625418.0,26454263.0
2012-03-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5110122.0,26270313.0
2012-04-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",7295960.0,26799864.0
2012-05-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5707314.0,25967571.0
2012-06-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6329307.0,31397264.0
2012-07-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4985886.0,26600538.0
2012-08-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5395534.0,28918628.0
2012-09-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",3918257.0,20436893.0
2012-10-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4595373.0,23025735.0
2012-11-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",7259269.0,24370061.0
2012-12-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4735762.0,24221859.0
2013-01-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",3602278.0,18509151.0
2013-02-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",2922815.0,15796859.0
2013-03-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",9126513.0,18297720.0
2013-04-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",9560119.0,22762213.0
2013-05-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",13546819.0,28593974.0
2013-06-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6101193.0,26993110.0
2013-07-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6774099.0,32796663.0
2013-08-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6804562.0,39956310.0
2013-09-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",8150486.0,47721704.0
2013-10-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",7278914.0,45468275.0
2013-11-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5601403.0,25545557.0
2013-12-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5533198.0,23555682.0
2014-01-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6564144.0,23105822.0
2014-02-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",8961399.0,19132308.0
2014-03-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",11493970.0,21463542.0
2014-04-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",15233662.0,32999521.0
2014-05-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",14035847.0,32966010.0
2014-06-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6082437.0,21930032.0
2014-07-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",8450488.0,38746425.0
2014-08-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",8757511.0,41628252.0
2014-09-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",8718004.0,43322920.0
2014-10-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6843720.0,32313605.0
2014-11-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",7634304.0,35465546.0
2014-12-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5591942.0,23321583.0
2015-01-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5761954.0,20611090.0
2015-02-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6360698.0,15117964.0
2015-03-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",11315913.0,27843476.0
2015-04-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",10206323.0,26000934.0
2015-05-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",15136461.0,37797725.0
2015-06-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",8954398.0,33095259.0
2015-07-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",9986380.0,44068074.0
2015-08-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",10191043.0,36204072.0
2015-09-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",8888782.0,35944296.0
2015-10-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",9908250.0,38255900.0
2015-11-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",9588460.0,37247773.0
2015-12-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",8248387.0,36007466.0
2016-01-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",8369440.0,29450154.0
2016-02-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6703672.0,26444064.0
2016-03-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",7728449.0,23590788.0
2016-04-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",8077254.0,30676800.0
2016-05-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",11833945.0,53990841.0
2016-06-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",8959416.0,38132425.0
2016-07-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",8970699.0,34852457.0
2016-08-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",8047388.0,31992064.0
2016-09-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",9293159.0,45814714.0
2016-10-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",8970127.0,41956553.0
2016-11-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",8203291.0,44607754.0
2016-12-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",7428424.0,37444563.0
2017-01-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6256210.0,30686357.0
2017-02-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6001405.0,31005036.0
2017-03-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6061714.0,29090380.0
2017-04-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",7312129.0,34245959.0
2017-05-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6167544.0,33353298.0
2017-06-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6746129.0,39552164.0
2017-07-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",9806037.0,64038445.0
2017-08-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",8644080.0,58468689.0
2017-09-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",9332159.0,61424705.0
2017-10-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",7272704.0,45655344.0
2017-11-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6051621.0,32789206.0
2017-12-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6199739.0,32979033.0
2018-01-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6272724.0,37597240.0
2018-02-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",4400884.0,23649416.0
2018-03-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",3265847.0,20607621.0
2018-04-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6154589.0,45567983.0
2018-05-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6621504.0,50352157.0
2018-06-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",6132303.0,44615462.0
2018-07-01,08 Edible Fruit & Nuts; Citrus Fruit Or Melon Peel,"Norfolk-Newport News, VA (Port)",5938311.0,42087035.0
