Commodity,Port,Time,Containerized Vessel SWT (Gen) (kg),Customs Containerized Vessel Value (Gen) ($US)
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),1/1/2018,"27,099,394","25,747,179"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),2/1/2018,"25,759,937","29,932,189"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),3/1/2018,"26,981,767","29,208,838"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),4/1/2018,"27,416,644","27,733,671"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),5/1/2018,"28,143,949","29,559,347"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),6/1/2018,"26,950,375","27,025,075"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),7/1/2018,"24,198,479","25,252,850"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),8/1/2018,"25,966,555","28,227,660"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),9/1/2018,"23,133,670","24,589,138"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),10/1/2018,"26,989,471","26,810,292"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),11/1/2018,"24,256,359","25,151,807"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),12/1/2018,"29,572,736","28,002,842"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),1/1/2019,"28,984,290","29,015,119"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),2/1/2019,"22,358,470","24,775,842"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),3/1/2019,"26,261,977","27,608,181"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),4/1/2019,"27,526,028","32,400,811"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),5/1/2019,"24,291,935","27,621,003"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),6/1/2019,"20,346,135","21,430,924"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),7/1/2019,"22,744,043","24,912,040"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),8/1/2019,"19,924,662","21,057,371"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),9/1/2019,"20,547,018","20,809,233"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),10/1/2019,"20,940,236","23,232,818"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),11/1/2019,"19,188,221","20,224,010"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),12/1/2019,"23,465,940","24,266,693"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),1/1/2020,"24,840,979","24,920,845"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),2/1/2020,"21,998,649","22,850,771"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),3/1/2020,"24,251,289","25,611,919"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),4/1/2020,"26,848,111","25,378,005"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),5/1/2020,"24,755,304","25,612,332"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),6/1/2020,"26,714,641","28,604,266"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),7/1/2020,"25,249,927","25,633,105"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),8/1/2020,"24,543,454","24,601,810"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),9/1/2020,"22,821,012","22,589,595"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),10/1/2020,"21,815,083","23,216,341"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),11/1/2020,"21,189,458","23,277,474"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),12/1/2020,"22,004,922","23,859,497"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),1/1/2021,"23,090,699","22,838,502"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),2/1/2021,"22,332,965","21,928,169"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),3/1/2021,"22,460,789","20,734,482"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),4/1/2021,"26,795,293","28,122,149"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),5/1/2021,"28,117,398","26,395,373"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),6/1/2021,"29,745,145","31,056,177"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),7/1/2021,"33,400,921","34,388,187"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),8/1/2021,"27,396,412","28,208,475"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),9/1/2021,"28,805,043","29,705,766"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),10/1/2021,"27,012,035","28,716,706"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),11/1/2021,"30,178,628","33,235,378"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),12/1/2021,"26,395,338","26,782,616"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),1/1/2022,"23,227,447","25,967,648"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),2/1/2022,"23,034,676","24,692,183"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),3/1/2022,"29,074,809","34,028,085"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),4/1/2022,"26,255,327","30,022,715"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),5/1/2022,"30,296,618","33,099,304"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),6/1/2022,"30,497,882","33,187,067"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),7/1/2022,"26,459,980","28,856,513"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),8/1/2022,"24,767,993","30,126,698"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),9/1/2022,"25,123,212","30,655,210"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),10/1/2022,"23,045,584","27,204,936"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),11/1/2022,"25,241,149","29,905,694"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),12/1/2022,"20,198,513","25,671,374"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),1/1/2023,"23,008,330","28,292,233"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),2/1/2023,"17,130,827","22,760,896"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),3/1/2023,"21,534,370","29,071,425"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),4/1/2023,"21,057,315","28,169,353"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),5/1/2023,"22,107,485","28,343,718"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),6/1/2023,"20,740,424","29,487,084"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),7/1/2023,"19,300,727","25,342,281"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),8/1/2023,"19,995,522","26,660,239"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),9/1/2023,"19,691,011","25,227,367"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),10/1/2023,"25,764,179","31,557,834"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),11/1/2023,"22,180,647","28,076,187"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),12/1/2023,"23,208,652","26,231,501"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),1/1/2024,"21,047,467","24,944,228"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),2/1/2024,"25,637,082","30,727,267"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),3/1/2024,"26,781,906","31,859,977"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),4/1/2024,"28,346,391","33,619,550"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,New York-Newark (Port),5/1/2024,"25,814,489","27,709,922"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",1/1/2003,"630,474","240,337"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",2/1/2003,"1,532,968","550,851"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",3/1/2003,"1,189,033","456,595"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",4/1/2003,"1,692,250","586,988"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",5/1/2003,"1,111,099","796,869"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",6/1/2003,"460,788","342,511"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",7/1/2003,"229,225","157,021"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",8/1/2003,"397,901","197,167"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",9/1/2003,"516,831","381,232"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",10/1/2003,"374,141","201,469"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",11/1/2003,"234,097","178,156"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",12/1/2003,"469,710","343,543"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",1/1/2004,"934,122","689,949"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",2/1/2004,"603,663","412,121"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",3/1/2004,"641,033","463,356"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",4/1/2004,"670,345","507,436"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",5/1/2004,"465,188","391,888"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",6/1/2004,"432,650","362,737"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",7/1/2004,"774,497","624,590"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",8/1/2004,"365,867","297,465"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",9/1/2004,"167,348","138,670"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",10/1/2004,"268,093","221,007"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",11/1/2004,"235,663","154,502"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",1/1/2005,"57,696","58,199"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",2/1/2005,"89,498","92,209"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",3/1/2005,"368,665","202,210"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",4/1/2005,"635,520","384,624"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",5/1/2005,"678,791","533,761"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",6/1/2005,"295,893","233,033"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",7/1/2005,"464,273","332,007"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",8/1/2005,"629,051","479,770"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",9/1/2005,"820,124","465,802"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",10/1/2005,"1,413,839","835,488"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",11/1/2005,"1,265,122","844,733"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",12/1/2005,"1,019,238","749,198"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",1/1/2006,"973,427","785,460"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",2/1/2006,"466,741","364,460"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",3/1/2006,"1,492,789","1,153,403"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",4/1/2006,"1,675,595","1,165,400"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",5/1/2006,"1,058,883","741,358"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",6/1/2006,"1,200,714","830,860"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",7/1/2006,"1,256,449","961,474"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",8/1/2006,"1,337,479","1,005,502"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",9/1/2006,"1,739,069","1,252,446"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",10/1/2006,"1,967,046","1,887,885"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",11/1/2006,"1,340,269","928,607"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",12/1/2006,"1,973,708","1,531,507"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",1/1/2007,"956,745","799,821"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",2/1/2007,"806,843","584,588"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",3/1/2007,"1,606,460","1,301,973"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",4/1/2007,"663,671","533,773"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",5/1/2007,"722,873","368,798"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",6/1/2007,"766,876","733,231"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",7/1/2007,"1,111,971","840,905"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",8/1/2007,"719,899","588,184"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",9/1/2007,"675,098","586,135"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",10/1/2007,"378,053","316,893"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",11/1/2007,"399,733","428,145"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",12/1/2007,"780,446","505,904"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",1/1/2008,"973,713","911,359"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",2/1/2008,"735,834","691,054"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",3/1/2008,"700,570","733,502"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",4/1/2008,"753,790","659,716"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",5/1/2008,"1,531,247","1,132,983"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",6/1/2008,"1,581,070","1,134,055"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",7/1/2008,"561,759","639,790"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",8/1/2008,"1,202,535","1,084,321"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",9/1/2008,"674,436","576,597"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",10/1/2008,"971,446","755,367"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",11/1/2008,"894,610","799,465"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",12/1/2008,"1,246,104","1,055,472"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",1/1/2009,"1,221,455","1,093,402"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",2/1/2009,"660,621","671,726"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",3/1/2009,"598,530","577,776"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",4/1/2009,"680,933","593,698"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",5/1/2009,"855,285","626,635"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",6/1/2009,"639,971","436,992"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",7/1/2009,"634,231","551,322"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",8/1/2009,"782,916","535,708"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",9/1/2009,"727,998","706,478"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",10/1/2009,"2,045,641","1,635,762"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",11/1/2009,"598,414","713,547"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",12/1/2009,"685,349","801,374"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",1/1/2010,"934,221","881,805"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",2/1/2010,"377,059","490,967"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",3/1/2010,"681,790","603,166"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",4/1/2010,"1,911,118","1,712,540"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",5/1/2010,"844,330","834,136"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",6/1/2010,"1,284,677","1,062,375"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",7/1/2010,"1,954,359","1,588,858"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",8/1/2010,"1,107,880","1,032,496"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",9/1/2010,"703,848","794,574"
11 Milling Products; Malt; Starch; Inulin; Wht Gluten,"Seattle-Tacoma, WA (Port)",10/1/2010,"1,194,327","1,315,701"
